date,doc_id,sentence_id,original_sentence
Unknown Date,080504_대우증권_1.txt,8,우리는 한 가지 가능성과 한 가지 논리 그리고 한 가지 대안을 갖고 있다.
Unknown Date,080504_대우증권_1.txt,9,우선 이번 FOMC 이후 달러가치와 원자재 가격에 일부나마 변화의 조짐이 가시화될 가능성이 없지 않다는 희망섞인 전망을 유지하고 있다.
Unknown Date,080504_대우증권_1.txt,10,나아가 통화정책은 누구도 알 수 없는 유가 등락에 일희일비 해서는 안 되며 예측 가능한 인플레 전 망에 따라 정책을 펼쳐야 한다고 생각한다.
Unknown Date,080504_대우증권_1.txt,11,금리를 내릴 생각이 아예 없다면 모를까 있는 것이라면 다달이 유가 변동에 너무 예민해서는 아무런 선제적 조치도 취할 수가 없는 것이다.
Unknown Date,080504_대우증권_1.txt,12,허나 만약에 이번 금통위 전후 유가가 또 급등해서 인하를 망설이게 된다 하더라도 6월 금통위에서 의 기회는 여전히 어쩌면 더 커질 수도 있다는 대안을 품고 있다.
Unknown Date,080513_대우증권_1.txt,1,레인지의 상단부에서 기회를 다시 만들어가는 입장 우려했던 것처럼 그간 시장이 만들어 왔던 기회 속에 숨어있던 위험요인이 분출해 버렸 다.
Unknown Date,080513_대우증권_1.txt,2,하지만 모든 기회는 위험요인을 안고 있듯이 다시 모든 위험은 기회를 의미한다.
Unknown Date,080513_대우증권_1.txt,3,5 월 월보에서 시사했던 것처럼 우리는 이번 금리 급등은 결국 기회가 재구성되는 과정이 라고 판단한다.
Unknown Date,080513_대우증권_1.txt,4,첫째 조기 인하 기대가 후퇴하긴 했으나 여전히 향후 관건은 인하냐 인하 무산이냐의 문제라는 점은 분명하다.
Unknown Date,080513_대우증권_1.txt,5,재료의 현실화 여부까지는 시장이 전면적인 약세장으로 전환될 것이라 보기는 어렵다.
Unknown Date,080513_대우증권_1.txt,6,둘째 아무리 강세국면이라 해도 과도한 인하 기대와 금리하락은 추종하기 부담스러웠던 것이 사실이며 결국 이번과 같은 급반등을 낳았다.
Unknown Date,080513_대우증권_1.txt,7,이제 관건은 시장이 중립적 판단을 찾은 것으로 보이는 현 상황에서의 지지선인데 3월의 경험과 지난 주말 53% 부근에서의 상방 경직성 확인에 의미를 부여한다.
Unknown Date,080513_대우증권_1.txt,8,셋째 총재가 이번에 새삼 부각시킨 환율 문제는 분명 부담스러운 부분이기는 하지만 급 등세를 이어가지 않는 한 향후 금리인하에 결정적 장애요인은 아닐 수 있다.
Unknown Date,080513_대우증권_1.txt,9,유가 역시 신중하게 지켜보아야 할 요인이나 환율상승과 달리 유가급등은 경기측면에도 부담일 수 있다는 점에서 차별화된다.
Unknown Date,080513_대우증권_1.txt,10,어쨌든 새로 만들어지는 기회의 크기는 향후 환율/유가의 안 정 폭에 따라 달라질 수 있다는 점에서 향후 꾸준한 관심이 필요한 요인들이다.
Unknown Date,080513_대우증권_1.txt,11,한편 외 인 매도 우려가 있으나 가격이 금통위 당일 수준만 유지해 준다 해도 향후 매도 강도는 그다지 거세지 않을 것으로 예상된다.
Unknown Date,080513_대우증권_1.txt,12,그들이 살살 털어낸다면 조금 밀린 선에서 받아주
Unknown Date,080519_대우증권_1.txt,1,16일 3년 만기 금리는 5bp 상승한 531% 10년 만기 금리는 6bp 상승한 549%로 마감.
Unknown Date,080519_대우증권_1.txt,2,장 초반 채권시장은 국고채 바이백 물량이 예상치를 상회해 수급 호조 기대로 강세 출발.
Unknown Date,080519_대우증권_1.txt,3,그러나 수입물가가 전년비 313%로 외환위기 이후 최고치를 경신하면서 물가 상승에 대한 부담이 커지자 약세로 반전.
Unknown Date,080519_대우증권_1.txt,4,외국인이 국채선물을 대거 순매도한 것도 시장에 지속적인 약세로 작용.
Unknown Date,080519_대우증권_1.txt,5,환율은 하락세를 보였지만 물가 상승 압력을 이기지 못하고 결국 금리는 상승 마감.
Unknown Date,080519_대우증권_1.txt,6,물가 상승세 지속으로 기준금리 인하 기대가 상당히 줄어들었고 외국인들의 대거 매도로 시장 전반의 매수 심리도 취약해짐.
Unknown Date,080519_대우증권_1.txt,7,그러나 5월 금통위 이후 외국인 누적 순매수가 3월 수준으로 떨어지면서 추가적인 손절매는 줄어들 것으로 보이고 바이백으로 인해 국채 수급 자체는 좋아 53% 초반에서 강한 지지를 받으며 개별 재료에 일희일비하는 박스권 장세가 지속되리라 판단됨.
Unknown Date,080520_대우증권_1.txt,1,전일 3년 만기 금리는 15bp 상승한 546% 10년 만기 금리는 15bp 상승한 551%로 마감 .
Unknown Date,080520_대우증권_1.txt,2,장 초반 정부는 급격히 늘어나고 있는 단기 외채를 우려하고 있으며 정부 차원의 대책을 내놓을 수 있다 는 입장을 밝힘.
Unknown Date,080520_대우증권_1.txt,3,지난해 외환 부족으로 인한 스왑시장 붕괴 학습효과가 작용하면서 매물이 쏟아져 나와 금리는 폭등하기 시작.
Unknown Date,080520_대우증권_1.txt,4,10년 만기 국고채 입찰 후에는 입찰을 받은 기관들이 헤지 물량으로 국채선물을 대량 매도하고 외국인들도 장 후반 매도로 돌아서며 낙폭을 더욱 키움.
Unknown Date,080520_대우증권_1.txt,5,결국 채권 금리 상승 환율 상승 CRS 급락으로 인한 스왑 베이시스 확대 등 채권시장으로서는 최악의 결과를 빚음 .
Unknown Date,080520_대우증권_1.txt,6,단기 외채 규제가 실시된다면 달러 자금 조달 경색으로 환율이 상승되고 스왑시장과 연계되어 상당기간 금 리 인하는 어려우리라 판단됨.
Unknown Date,080520_대우증권_1.txt,7,한은과 정부의 정책 리스크가 시장 불확실성을 더욱 확대시키는 가운데 채권 매 수심리는 약화.
Unknown Date,080520_대우증권_1.txt,8,금일은 환율 유가 스왑시장 동향을 예의 주시하며 관망세를 보이리라 예상
Unknown Date,080521_대우증권_1.txt,1,전일 3년 만기 금리는 13bp 하락한 533% 10년 만기 금리는 10bp 하락한 541%로 마감.
Unknown Date,080521_대우증권_1.txt,2,패닉 상태를 보였던 채권시장은 정부가 직접적인 단기 외채 규제를 할 생각이 없다고 해명함에 따 라 강세로 전환.
Unknown Date,080521_대우증권_1.txt,3,한은도 스왑시장의 불안정이 지속될 경우 직접 개입하겠다고 밝혀 단기 외채 규 제에 대한 우려를 완화시켜 주면서 금리 급등에 대한 반작용이 일어났음.
Unknown Date,080521_대우증권_1.txt,4,금리가 큰 폭으로 하락 하고 스왑 베이시스 역시 다시 축소하며 이전 충격을 상당부분 되돌림.
Unknown Date,080521_대우증권_1.txt,5,단기 외채 규제설이 일종의 해프닝으로 끝났지만 정책 리스크에 대한 불안심리는 여전한 상 황.
Unknown Date,080521_대우증권_1.txt,6,가공단계별 물가는 전년비 195% 상승해 10년내 최고치를 기록했고 유가 역시 130달러 에 근접하며 연일 사상 최고치를 경신해 물가 상승 압력이 더욱 거세짐.
Unknown Date,080521_대우증권_1.txt,7,따라서 금일은 금리 하락에 강한 제약을 받는 가운데 박스권 장세가 되리라 예상.
Unknown Date,080522_대우증권_1.txt,1,전일 3년 만기 금리는 6bp 상승한 539% 10년 만기 금리는 6bp 상승한 547%로 마감.
Unknown Date,080522_대우증권_1.txt,2,정부와 한은의 각종 발언이 변동성을 키우며 널뛰기 장세를 펼침.
Unknown Date,080522_대우증권_1.txt,3,먼저 정부가 단기외채에 대한 대책을 강구하고 있다는 뜻을 내비쳐 금리는 상승 출발.
Unknown Date,080522_대우증권_1.txt,4,이후 국고채 바이백 효과를 극대화하고 바이백 물량을 발행 한도에서 제외하는 방안을 검토한다는 소식에 다소 반등.
Unknown Date,080522_대우증권_1.txt,5,한은의 물가가 안정되면 금리 인하 의사가 있다는 발언과 환율시장 개입설에 큰 폭 하락.
Unknown Date,080522_대우증권_1.txt,6,이후 원론적 발언이라는 말과 S&P 의 아시아 신용등급 하 향 조정 가능성에 결국 큰 폭 상승 마감.
Unknown Date,080522_대우증권_1.txt,7,정책 리스크가 해소되지 않은 가운데 불확실성이 점점 커지고 있음.
Unknown Date,080522_대우증권_1.txt,8,전일 유가 역시 132달러를 넘어서며 전 세계적으로 인플레에 대한 관심이 쏠리고 있어 당분간 금리하락 가능성은 낮아 보임.
Unknown Date,080522_대우증권_1.txt,9,정책 리스크와 인플레이션이 맞물려 상승압력이 강해 시장의 매수 심리가 위축되리라 예상.
Unknown Date,080523_대우증권_1.txt,1,전일 3년 만기 금리는 5bp 하락한 534% 10년 만기 금리는 3bp 하락한 557%로 마감.
Unknown Date,080523_대우증권_1.txt,2,유가 급등 환율 소폭 상승 등 인플레이션 압박 속에서도 단기물 매수와 국채선물 저평가로 인해 강세로 마무리.
Unknown Date,080523_대우증권_1.txt,3,2년 이하 단기물 채권은 국고채 바이백을 앞두고 국내 금융회사 교체수요가 증가한데 이어 외국 인들의 차익거래 수요가 더해졌고 국채선물 저평은 전일에 이어 19틱 가량으로 확대되면서 재정거래 메 리트가 높아졌음.
Unknown Date,080523_대우증권_1.txt,4,다른 변수가 없다면 국고채 바이백이나 국채선물 저평으로 일시적으로 강세를 띨 수 있음.
Unknown Date,080523_대우증권_1.txt,5,그러나 이는 일시적 요인인 만큼 정책 불확실성이나 펀더멘텔이 개선된 것은 아니어서 본격적인 매수 심리가 살아났 다고 볼 수는 없음.
Unknown Date,080523_대우증권_1.txt,6,금일 역시 특별한 방향성 없이 기술적 매매에 의한 움직임이 이어지리라 예상.
Unknown Date,080526_대우증권_1.txt,1,전일 3년 만기 금리는 5bp 상승한 539% 10년 만기 금리는 5bp 상승한 562%로 마감 .
Unknown Date,080526_대우증권_1.txt,2,장 초반 국고채 금리는 바이백에 대한 기대와 외국인 국채선물 매도가 교차하며 등락을 반복.
Unknown Date,080526_대우증권_1.txt,3,보합세를 보이던 금리는 오후 들어 일본 국채금리 급등의 영향을 받으며 상승.
Unknown Date,080526_대우증권_1.txt,4,인플레 우려가 다시 부각되었고 안 정되어 가던 원/달러 환율이 다시 상승하기 시작하면서 금리 상승폭 확대.
Unknown Date,080526_대우증권_1.txt,5,전반적으로 시장참여자들의 거 래가 부진한 가운데 바이백 편입물량으로 전망되는 단기물은 상대적으로 덜 밀리는 형세 .
Unknown Date,080526_대우증권_1.txt,6,월말 경제지표를 앞두고 관망세가 예상되지만 제반 여건은 우호적이지 않아 보임.
Unknown Date,080526_대우증권_1.txt,7,산업 및 서비스 생산 수출 실적 등은 전월보다 개선되고 소비자 물가 역시 4%대로 기대되기 때문.
Unknown Date,080526_대우증권_1.txt,8,다만 바이백 시행을 앞두 고 있어 단기물은 강세를 띠고 국채선물 저평가로 인한 차익거래가 활발할 것으로 판단됨
Unknown Date,080526_대우증권_2.txt,1,고유가 충격시 금리인하의 비용은 무엇인가?
Unknown Date,080526_대우증권_2.txt,2,지금 인플레 우려가 커지고 있다면 그것은 주로 유가급등 때문일 것이다.
Unknown Date,080526_대우증권_2.txt,3,최근 유가가 급등하면서 관련제품은 물론 여타 부문까지 가격상승이 확산되고 있는데 만일 향후 유 가가 더 오를시 그러한 확산 과정 역시 추가로 진행될 수 있다는 우려는 타당하다.
Unknown Date,080526_대우증권_2.txt,4,이러한 가운데 한은이 금리를 내리면 인플레 우려가 더 커질 것인가.
Unknown Date,080526_대우증권_2.txt,5,금리인하에 따른 인플레 기대심리가 있다면 그것은 비용충격에 따른 인플레 예상이 아님은 물론이다.
Unknown Date,080526_대우증권_2.txt,6,한 은이 금리 내린다고 해서 유가가 더 오르는 것은 아니기 때문이다.
Unknown Date,080526_대우증권_2.txt,7,정말로 있다면 수요 측면 즉 금리인하 경기과열 인플레로 이어지는 과정에 대한 기대심리일 것이다.
Unknown Date,080526_대우증권_2.txt,8,그러 나 우리는 현 상황에서 그러한 과정의 현실화에 대한 우려는 기우에 가깝다고 본다.
Unknown Date,080526_대우증권_2.txt,9,물론 금리인하는 환율상승 압력일 수 있고 그것이 인플레를 자극하는데 일조할 수도 있 다는 원칙적 경로는 인정한다.
Unknown Date,080526_대우증권_2.txt,10,하지만 환율이 한은 보다는 정부로부터 더 큰 영향을 받 고 있는 현실을 감안하면 그러한 경로는 원칙 뿐일 수도 있다.
Unknown Date,080527_대우증권_1.txt,1,전일 3년 만기 금리는 1bp 상승한 540% 10년 만기 금리는 3bp 상승한 565%로 마감.
Unknown Date,080527_대우증권_1.txt,2,장 초반 미 국채수익률 급락과 통안채∙국고채 입찰이라는 재료가 교차하면서 보합세로 출발했으나 외인의 국채선물 매도 확대로 금리는 상승하기 시작.
Unknown Date,080527_대우증권_1.txt,3,통안채 2년 응찰 물량이 미달된 것과 낙찰금리가 예상보다 높게 형성된 것도 매수 심리 약화에 기여.
Unknown Date,080527_대우증권_1.txt,4,오후 들어 가격 메리트가 다시 부각되며 매수세가 유입되었지 만 강하지 못해 결국 소폭 상승 마감.
Unknown Date,080527_대우증권_1.txt,5,미 국채수익률이 큰 폭 하락했음에도 불구하고 매수세가 살아나지 못한 것은 최근 시장 전반의 불확실성 확대와 물가지표에 대한 부담 때문인 것으로 판단됨.
Unknown Date,080527_대우증권_1.txt,6,금일 예정된 국고채 바이백이 장중 호재로 작용할 것으로 기대되지만 그 효과는 단기채에 머무르고 있음.
Unknown Date,080527_대우증권_1.txt,7,경제지표가 확인될 때까지 특별한 방향성 없이 박스권내에서 관망하며 기술적 매매가 이루어 지리라 예상.
Unknown Date,080528_대우증권_1.txt,1,전일 3년 만기 금리는 5bp 하락한 535% 10년 만기 금리는 4bp 하락한 561%로 마감 .
Unknown Date,080528_대우증권_1.txt,2,채권시장은 메모리얼 데이 휴장으로 특별한 재료없이 보합세로 출발.
Unknown Date,080528_대우증권_1.txt,3,이후 원/달러 환율이 1050원을 넘 어서고 외인 매도물량 확대로 상승 전환됨.
Unknown Date,080528_대우증권_1.txt,4,하지만 외환당국의 개입으로 환율이 급락하자 분위기는 반전 되었고 1050원선의 개입에 이어 1040원대에서도 두 차례 더 나타나자 금리 하락 폭은 더욱 확대됨.
Unknown Date,080528_대우증권_1.txt,5,여 기에 바이백으로 인한 수급 호조가 이어지면서 금리는 하락 마감 .
Unknown Date,080528_대우증권_1.txt,6,고유가로 파급된 물가 상승 압력이 환율 상승으로 가중되고 있다는 인식이 확산된 가운데 기존의 고환율 정책이 수정될 기미가 보임.
Unknown Date,080528_대우증권_1.txt,7,유가 역시 이틀 연속 하락하고 미 경기침체 신호가 가시화되면서 채권시장 을 드리우고 있던 암운들이 서서히 걷히고 있음.
Unknown Date,080528_대우증권_1.txt,8,금일은 금리의 하방 경직성이 상당부분 해소되며 강세를 띨 것으로 예상
Unknown Date,080529_대우증권_1.txt,1,전일 3년 만기 금리는 1bp 상승한 536% 10년 만기 금리는 변함없이 561%로 마감.
Unknown Date,080529_대우증권_1.txt,2,4월 금통위 회의에서 두 위원이 금리 인하를 주장했다는 사실이 밝혀지고 이전일 정부 환율 개입에 따른 상방 경직성으로 강세로 출발.
Unknown Date,080529_대우증권_1.txt,3,유가 하락도 거들어 금리 하락폭을 확대했지만 환율이 상승함에 따라 금 리 역시 다시 상승세로 돌아서는 등 불안한 모습을 보임.
Unknown Date,080529_대우증권_1.txt,4,이후 환율과 연동되어 움직임을 보였으나 월말 지표에 대한 경계심리와 53%의 하단 인식으로 일부 차익실현 매도가 나와 장 막판에는 다시 상승속도를 높여 약보합 마감.
Unknown Date,080529_대우증권_1.txt,5,산업생산이 4개월 연속 10%를 상회할 것이 전망되고 소비자 물가 역시 4%를 크게 넘어설 것으로 기대 되고 있어 발표를 하루 앞둔 시점에서 경계심리가 작용.
Unknown Date,080529_대우증권_1.txt,6,금일 바이백이 시행되어 채권시장에 긍정적이겠 지만 월말지표를 확인하자는 심리에서 적극적 매매가 이루어지기 보다는 관망세가 펼쳐질 것으로 판단.
Unknown Date,080530_대우증권_1.txt,1,전일 3년 만기 금리는 7bp 상승한 543% 10년 만기 금리는 7bp 상승한 568%로 마감 .
Unknown Date,080530_대우증권_1.txt,2,전일 내구재 실적이 예상치를 상회해 미국채 10년물이 4%에 진입하고 정부와 한은의 만찬회동이 물가 공조를 확인한 자리였다고 일부 인식함에 따라 급등 출발.
Unknown Date,080530_대우증권_1.txt,3,이후 환율 하락으로 잠시 상승폭을 좁히기도 했지만 일본 금리 역시 상승하고 글로벌 인플레이션 확대로 각국의 금리 인상 움직임이 보임에 따라 매수 심리 극도로 악화.
Unknown Date,080530_대우증권_1.txt,4,이 가운데 외국인과 일부 기관들의 매물이 유입돼 꾸준히 밀리는 양상이 전개 돼 결국 상승 마감 .
Unknown Date,080530_대우증권_1.txt,5,글로벌 인플레이션에 우리도 자유로울 수 없다는 인식이 형성되면서 향후 통화정책이 채권시장에 우호 적이지 않을 것으로 생각하는 사람들이 많아지고 있음.
Unknown Date,080530_대우증권_1.txt,6,전일 유가가 급락한 것은 우호적 요소이지만 아 직 추세가 확실시되는 것은 아니라 미국 GDP 상향조정과 미 금리 상승이 더 큰 영향을 줄 듯.
Unknown Date,080530_대우증권_1.txt,7,금일 발 표될 산업생산은 10%를 상회하고 주가상승으로 선행지수 역시 호조를 보일 것으로 예상된 가운데 약 세가 예상됨
Unknown Date,080602_대우증권_1.txt,1,30일 3년 만기 금리는 3bp 상승한 546% 10년 만기 금리는 2bp 상승한 570%로 마감.
Unknown Date,080602_대우증권_1.txt,2,장 초반 미 금리 상승 영향으로 금리는 오름세로 출발.
Unknown Date,080602_대우증권_1.txt,3,이후 원/달러 환율이 1020원대까지 하락하고 4월 경기선행지수가 예상치를 하회하자 보합권까지 회복.
Unknown Date,080602_대우증권_1.txt,4,이날 산업생산은 전년동월비 105% 상승으로 예상 을 크게 벗어나지 않았고 경상수지는 156억 적자였지만 상품수지는 흑자폭을 넓혀 배당 수요가 사라진 5월 전망을 밝게 했다.
Unknown Date,080602_대우증권_1.txt,5,그러나 소비자 물가 지수에 대한 부담이 여전히 남아있어 금리가 장 막판 상승해 약세 마감.
Unknown Date,080602_대우증권_1.txt,6,경기하강이 급격하지는 않더라도 완만히 진행되고 있는 가운데 한은에서 4월 광공업 생산 결과에 대해 예상보다 괜찮다고 밝혀 시장의 물가우려가 커짐.
Unknown Date,080602_대우증권_1.txt,7,금일 발표되는 소비자 물가지수가 예상대로 4% 중반이 라면 약세를 피할 수 없겠으나 최근 유가가 상승세를 멈추고 환율 역시 우호적이어서 장중 환율이 더 하 락한다면 금리 상승폭이 제한될 것으로 여겨짐.
Unknown Date,080603_대우증권_1.txt,1,전일 3년 만기 금리는 8bp 상승한 554% 10년 만기 금리는 7bp 상승한 577%로 마감 .
Unknown Date,080603_대우증권_1.txt,2,개장 초 일각에서 소비자 물가 상승률이 예상보다 높을 것이라는 소문이 퍼지며 매물이 쏟아짐.
Unknown Date,080603_대우증권_1.txt,3,수출 실 적이 선박수주에 힘입어 272% 증가한 것도 매수세를 위축시킴.
Unknown Date,080603_대우증권_1.txt,4,이후 CPI가 실제로 전년대비 49% 상승 한 것으로 밝혀지자 금리 상승폭 확대.
Unknown Date,080603_대우증권_1.txt,5,한 때 555%까지 상승하다 장 막판 절대금리 메리트가 부각되어 상승폭 소폭 줄이며 마감 .
Unknown Date,080603_대우증권_1.txt,6,근원 소비자 물가지수도 39% 상승해 원자재발 인플레 압력이 다른 부문으로 전이되고 있음을 보여줌.
Unknown Date,080603_대우증권_1.txt,7,이로써 당분간 금리 인하는 어려워 진 듯 하지만 금리 인상 국면은 아니라고 한다면 현 수준은 저가매수 의 기회일 수 있음.
Unknown Date,080603_대우증권_1.txt,8,당장 만기가 가까워진 국채선물의 경우 저평으로 차익거래 메리트가 있고 이미 충분 히 벌어진 스프레드로 인해 상승폭이 제한돼 약하지만 되돌림이 있을 수 있다고 판단
Unknown Date,080604_대우증권_1.txt,1,전일 3년 만기 금리는 4bp 하락한 550% 10년 만기 금리는 변함없이 577%로 마감 .
Unknown Date,080604_대우증권_1.txt,2,미 금융기관들의 신용등급 하향조정과 영국 모기지업체 브랜드포드앤빙글리의 신용위기로 인한 미 금리 급락으로 강세 출발.
Unknown Date,080604_대우증권_1.txt,3,오전 중 정부가 “물가안정을 위해 모든 부분에서 노력을 배가할 것”이라고 밝힌 것 도 원/달러 환율 하락을 야기하며 국채가격 상승폭 확대에 영향.
Unknown Date,080604_대우증권_1.txt,4,그러나 장 후반 정부의 채권형 펀드 환 매 규모가 6000억원에 이른다는 루머가 퍼지고 실제로 6000억원에는 미치지 못하지만 일부 자금을 환 매하고 있는 것으로 파악돼 분위기는 반전.
Unknown Date,080604_대우증권_1.txt,5,금리 하락에 따른 차익 실현 목적의 매도도 이루어져 상승 폭의 대부분을 반납한 채 마감 .
Unknown Date,080604_대우증권_1.txt,6,금일은 정부의 6월 국고채 바이백 물량 3조원 발표가 수급상 호재로 작용될 전망.
Unknown Date,080604_대우증권_1.txt,7,또한 전일 버냉키 의 장의 인플레 우려 발언에도 불구하고 신용손실 확산 전망으로 미 금리가 하락한 것과 유가 하락 등도 매수심리 개선에 도움을 줄 것으로 판단
Unknown Date,080605_대우증권_1.txt,1,전일 3년 만기 금리는 1bp 하락한 549% 10년 만기 금리는 2bp 하락한 575%로 마감 .
Unknown Date,080605_대우증권_1.txt,2,바이백 호재 및 유가 및 환율 하락 등 주변 여건이 개선되면서 강세로 출발.
Unknown Date,080605_대우증권_1.txt,3,장중 환율 하락이 지속되자 금리는 하락폭을 확대했지만 정부측에서 급격한 환율 하락에 부담감을 드러내 NDF 시장 규제설이 나오 고 개입으로 추정되는 물량이 나오자 환율이 상승하기 시작.
Unknown Date,080605_대우증권_1.txt,4,여기에 주가 상승 외국인 국채선물 순매도 지속 등으로 다시 하락폭 반납하며 마감 .
Unknown Date,080605_대우증권_1.txt,5,버냉키 의장이 인플레이션 우려를 재차 강조하면서 전일 미 금리는 상승했지만 유가는 계속해서 하락.
Unknown Date,080605_대우증권_1.txt,6,환율은 정부가 급격한 환율 하락에 부담을 느끼면서 현 수준에서 박스권을 이룰 것으로 전망.
