date,doc_id,sentence_id,original_sentence,clean_token
"180521","20180521_bond_p2t.txt","11","그러나 ~년과 같이 금리가 경제여건에 비해 과도하게 상승하게 되면 이후 실물경기에는 부정적 영향을 주게 된다.","['년', '같이', '금리', '경', '제', '여건', '비다', '과도', '하다', '상승', '하다', '되다', '이후', '실물', '경기', '부정', '영향', '주다', '되다']"
"180521","20180521_bond_p2t.txt","12","실제 이머징 경제는 년 3분기 미국채 금리가 당시 적정금리 수준을 크게 상회하면서 둔화되기 시작했다","['실제', '머징', '경제', '년', '3분', '미국', '채', '금리', '당시', '적정', '금리', '수준', '크게', '상회', '하다', '둔화', '되다', '시작', '하다']"
"180528","20180928_bond_p2t.txt","1","중국A주, 글로벌지수 편입 가속화 MSCI, 신흥시장 지수에 중국A주 추가편입 계획 로드맵 발표 년 2월 말~3월초 최종안 발표, 편입되면 억달러 신규자금 유입 A주의 FTSE 편입도 확정, 가속화되는 해외자금 유입에 대형 우량주 수혜 MSCI, 중국 MSCI, 중국A주의 편입비중을 5%에서 %로 상향 계획 발표 지난 일 MSCI는 중국A주의 신흥시장 지수 추가 편입에 대한 가이드라인을 발표했다.","['중국', 'A', '주', '글로벌', '지수', '편입', '가속', 'MSCI', '신흥시장', '지수', '중국', 'A', '주', '추가', '편입', '계획', '로드맵', '발표', '년', '2월', '말', '3월', '최종', '안', '발표', '편입', '되다', '억', '달러', '신규', '자금', '유입', 'A', '주의', 'FTSE', '편입', '확정', '가속', '되다', '해외', '자금', '유입', '대형', '우량', '주', '수혜', 'MSCI', '중국', 'MSCI', '중국', 'A', '주의', '편입', '비중', '5%', '로', '상향', '계획', '발표', '지난', '일', 'MSCI', '늘다', '중국', 'A', '주의', '신흥시장', '지수', '추가', '편입', '대한', '가이드라인', '발표', '하다']"
"180528","20180928_bond_p2t.txt","2","구체적인 내용은 세 가지였다.","['구체', '내용', '세', '가다']"
"180528","20180928_bond_p2t.txt","3","올해 5월과 8월 편입된 중 국A주 대형주 비중을 기존 5%에서 %까지 늘리겠다는 것과, 투자 가능한 중국 주식 유니버스를 차이넥스트 지수까지 확대한다는 것, 그리고 년 5월에는 중 국 A주 중형주 중 %를 편입하겠다는 것이다.","['올해', '5월', '8월', '편입', '되다', '중', '국', 'A', '주', '대형주', '비중', '기존', '5%', '늘리다', '것', '투자', '가능하다', '중국', '주식', '유니버스', '차이', '넥스트', '지수', '확대', '한다는', '것', '년', '5월', '중', '국', 'A', '주', '중형', '주', '중', '를', '편입', '하다', '것']"
"180528","20180928_bond_p2t.txt","4","MSCI의 가이드라인 대로 편입이 진행될 경우 현재 0.%의 비중으로 편입된 중 국A주는 내년 8월 28%, 내후년 5월에는 34%까지 비중이 확대될 전망이다.","['MSCI', '의', '가이드라인', '대로', '편입', '진행', '되다', '경우', '현재', '0', '의', '비중', '편입', '되다', '중', '국', 'A', '주다', '내년', '8월', '28%', '내후년', '5월', '34%', '비중', '확대', '되다', '전망']"
"180528","20180928_bond_p2t.txt","5","MSCI는 중국 증시의 완전 편입을 가정할 경우 중국 전체 비중은 약 %가 될 전망이며, 그중 A주가 차지하는 비중은 약 .8% 정도가 될 것으로 예상했다.","['MSCI', '늘다', '중국', '증시', '완전', '편입', '가정', '하다', '경우', '중국', '전체', '비중', '약', '가다', '되다', '전망', '그중', 'A', '주가', '차지', '하다', '비중', '약', '8%', '정도', '되다', '것', '예상', '하다']"
"180528","20180928_bond_p2t.txt","6","MSCI는 투자업계의 피드백을 년 2월 일까지 반영하고, 일 전후로 최종 안을 발표할 계획이다.","['MSCI', '늘다', '투자', '업계', '피드백', '년', '2월', '일', '반영', '일', '전후', '최종', '안', '발표', '하다', '계획']"
"180528","20180928_bond_p2t.txt","7","따라서 최종안은 현재 MSCI에서 제시한 안과 다를 가능성 도 충분하다.","['따라서', '최종', '안다', '현재', 'MSCI', '제시', '안과', '다르다', '가능성', '도', '충분하다']"
"180528","20180928_bond_p2t.txt","8","MSCI 측에서 예상하는 주요 쟁점은 %인 중국 A주 대형주와 중형주 편입 비중의 적정성, 중국 A주의 추가 편입과 사우디아라비아 및 아르 헨티나 지수의 EM 지수 편입 간 타이밍, 중국 A주 중형주 종목을 모두 커 버하는데 소요될 시간, 차이넥스트 지수의 편입 가능 목록 포함 등이다.","['MSCI', '측', '예상', '하다', '주요', '쟁점', '인', '중국', 'A', '주', '대형주', '중형', '주', '편입', '비중', '적정', '중국', 'A', '주의', '추가', '편입', '사우디아라비아', '및', '아르', '헨티', '지수', 'EM', '지수', '편입', '간', '타이밍', '중국', 'A', '주', '중형', '주', '종목', '모두', '크다', '버', '하다', '소요', '되다', '시간', '차이', '넥스트', '지수', '편입', '가능', '목록', '포함', '등']"
"180528","20180928_bond_p2t.txt","9","다만 MSCI는 내년으로 예정된 사우디 및 아르헨티나의 EM 지수 편입과 중국A 주의 추가 편입을 동시에 진행할 경우 거래대금을 최소화해서 비용을 줄일 수 있 다는 시나리오를 제시했다는 점은 유념할 필요가 있다.","['다만', 'MSCI', '늘다', '내년', '예정', '되다', '사우디', '및', '아르헨티나', 'EM', '지수', '편입', '중국', 'A', '주의', '추가', '편입', '동시', '진행', '하다', '경우', '거래', '대금', '최소', '화하다', '비용', '줄이다', '수', '있다', '달다', '시나리오', '제시', '하다', '점', '유념', '하다', '필요', '있다']"
